suite,solver,instances,seeds,ok,failed,failures,reference,ci_over,gap_mean,gap_ci95,gap_best_mean,gap_best_ci95,length_mean,time_mean_s,time_total_s
tsp500,"callable:fn=tspgnn.api:solve,name=gnn+2opt",128,1,128,0,,lkh,instances,0.04048420396459847,0.0013926983579490083,0.040496457132470375,0.0013922308581384652,17.21599384129661,0.10945537154686491,14.010287557998709
tsp500,"callable:fn=tspgnn.api:solve_without_two_opt,name=gnn",128,1,128,0,,lkh,instances,0.1624396575498908,0.004720645913393145,0.16245352538691296,0.004721896008267623,19.234187285450002,0.09486427736713665,12.142627502993491
tsp500,nearest_neighbor,128,3,384,0,,lkh,seeds,0.25746146952375404,0.0056594705300717875,0.2574763290928092,0.005659492292752875,20.80639627013763,0.0067378912473875134,2.5873502389968053
tsp500,nearest_insertion,128,1,128,0,,lkh,instances,0.2463774876401944,0.0026831095327383703,0.24639224643112884,0.002683946902064412,20.621822352569474,0.04498792169528798,5.7584539769968615
tsp500,farthest_insertion,128,1,128,0,,lkh,instances,0.1058544659845819,0.0022210458631949184,0.10586744925320418,0.0022201111702333898,18.297671547982876,0.043855768960924024,5.613538426998275
tsp500,random_insertion,128,3,384,0,,lkh,seeds,0.12347758679116,0.001134016263521367,0.12349079632600295,0.001133951211205268,18.589008548631877,0.02416653801302715,9.279950597002426
tsp500,two_opt:init=farthest_insertion,128,1,128,0,,lkh,instances,0.09270211003263362,0.002019809548577822,0.09271496302302981,0.002019205858539511,18.080169786797637,0.0885144091249046,11.32984436798779
tsp500,lkh,128,3,384,0,,lkh,seeds,8.472084153969203e-07,3.003415507848356e-06,1.2643676996658646e-05,3.0017108542987563e-06,16.54617136475608,1.7711483940859267,680.1209833289959
tsp500,ortools:time_limit=10,128,1,128,0,,lkh,instances,0.049253392191382014,0.0016486441366256026,0.04926575100519204,0.0016483094811854044,17.360829954079428,10.017515833171863,1282.2420266459985
tsp1000,"callable:fn=tspgnn.api:solve,name=gnn+2opt",128,1,128,0,,lkh,instances,0.04079422972220041,0.0010447002140951836,0.0408230847065182,0.001046093926598689,24.061833271665385,0.23061634182809598,29.518891753996286
tsp1000,"callable:fn=tspgnn.api:solve_without_two_opt,name=gnn",128,1,128,0,,lkh,instances,0.15649663675629708,0.003041113588427779,0.1565286875283517,0.003041648774183046,26.73706298192881,0.20891756518749816,26.741448343999764
tsp1000,nearest_neighbor,128,3,384,0,,lkh,seeds,0.25224201642309646,0.008387791893450583,0.2522769073409504,0.008388031048461617,28.949788905741883,0.020433596304682073,7.8465009809979165
tsp1000,nearest_insertion,128,1,128,0,,lkh,instances,0.2526352904939665,0.001995024788352623,0.2526700027054485,0.0019957800553360556,28.95885201388598,0.12485819459369907,15.98184890799348
tsp1000,farthest_insertion,128,1,128,0,,lkh,instances,0.1127506929973309,0.0016381244775983354,0.11278157382425619,0.0016397868053427678,25.725553166587943,0.12602692721092268,16.131446682998103
tsp1000,random_insertion,128,3,384,0,,lkh,seeds,0.12885497073564614,0.0013662109112007783,0.1288862614994774,0.0013661031156141346,26.097619637749006,0.06385004751300727,24.51841824499479
tsp1000,two_opt:init=farthest_insertion,128,1,128,0,,lkh,instances,0.0988243907061699,0.0015655356278442387,0.09885492645452669,0.0015681344509394146,25.403603787073926,0.4724275639452884,60.470728184996915
tsp1000,lkh,128,3,384,0,,lkh,seeds,8.663796151134792e-07,1.8641426269929127e-06,2.8547302919521938e-05,1.8537902183331241e-06,23.118872254341316,7.592404499463538,2915.483327793999
tsp1000,ortools:time_limit=10,128,1,128,0,,lkh,instances,0.09736455728045557,0.002214181734259313,0.09739510022160326,0.0022168266835475366,25.36986125427506,10.069679664804688,1288.9189970950001
