suite,solver,instances,seeds,ok,failed,failures,reference,ci_over,gap_mean,gap_ci95,gap_best_mean,gap_best_ci95,length_mean,time_mean_s,time_total_s
manhattan100:num=128,"callable:fn=tspgnn.api:solve,name=gnn+2opt",128,1,128,0,,concorde,instances,0.04141265162623804,0.0036514962983720672,0.04141265162623811,0.003651496298372065,10.071009950098988,0.027840329132814645,3.5635621290002746
manhattan100:num=128,"callable:fn=tspgnn.api:solve_without_two_opt,name=gnn",128,1,128,0,,concorde,instances,0.14066260479482745,0.009176136724952426,0.1406626047948275,0.009176136724952426,11.030460144655418,0.01704906505469239,2.182280327000626
manhattan100:num=128,nearest_neighbor,128,3,384,0,,concorde,seeds,0.24954897979470902,0.015755357203003743,0.2495489797947091,0.015755357203003802,12.08258590981157,0.0008865348463492259,0.3404293809981027
manhattan100:num=128,nearest_insertion,128,1,128,0,,concorde,instances,0.2569848604167842,0.006208973887988615,0.25698486041678426,0.006208973887988618,12.152146820592503,0.006733679171858853,0.8619109339979332
manhattan100:num=128,farthest_insertion,128,1,128,0,,concorde,instances,0.10392464750321062,0.005703099476265622,0.10392464750321069,0.005703099476265621,10.674593699070837,0.006659285124989367,0.852388495998639
manhattan100:num=128,random_insertion,128,3,384,0,,concorde,seeds,0.13592227856837774,0.006947953109280742,0.1359222785683778,0.006947953109280782,10.983678829599663,0.003815991302066853,1.4653406599936716
manhattan100:num=128,two_opt:init=farthest_insertion,128,1,128,0,,concorde,instances,0.07564784845051467,0.004517166559841837,0.07564784845051473,0.004517166559841838,10.401259000378207,0.008165369882817686,1.0451673450006638
manhattan100:num=128,lkh,128,3,384,0,,concorde,seeds,4.350064172914912e-05,4.397761948567657e-05,4.35006417292162e-05,4.397761948567896e-05,9.670812974433238,0.05168600041148844,19.847424158011563
chebyshev100:num=128,"callable:fn=tspgnn.api:solve,name=gnn+2opt",128,1,128,0,,concorde,instances,0.03780228411588285,0.0036584946971497012,0.037802284115882885,0.0036584946971497,7.192515394518749,0.028373257539094254,3.6317769650040646
chebyshev100:num=128,"callable:fn=tspgnn.api:solve_without_two_opt,name=gnn",128,1,128,0,,concorde,instances,0.14297450435584297,0.008595153090470098,0.14297450435584302,0.0085951530904701,7.921741686393342,0.017242557562475724,2.2070473679968927
chebyshev100:num=128,nearest_neighbor,128,3,384,0,,concorde,seeds,0.26033039091382754,0.019568651229669096,0.26033039091382765,0.0195686512296692,8.736280806320385,0.0010117150911265564,0.38849859499259765
chebyshev100:num=128,nearest_insertion,128,1,128,0,,concorde,instances,0.24624278697077678,0.006235795260036559,0.2462427869707768,0.006235795260036559,8.636227403005895,0.0071389768750051985,0.9137890400006654
chebyshev100:num=128,farthest_insertion,128,1,128,0,,concorde,instances,0.09629749147741269,0.005400549962824363,0.09629749147741273,0.005400549962824362,7.598399511757263,0.007212948492202997,0.9232574070019837
chebyshev100:num=128,random_insertion,128,3,384,0,,concorde,seeds,0.12123353101947455,0.007214662501732012,0.12123353101947458,0.007214662501732,7.770965016798613,0.004173324895845099,1.6025567600045179
