suite,solver,instances,seeds,ok,failed,failures,reference,ci_over,gap_mean,gap_ci95,gap_best_mean,gap_best_ci95,length_mean,time_mean_s,time_total_s
nonmetric20:num=128,"callable:fn=tspgnn.api:solve,name=gnn+2opt",128,1,128,0,,lkh:runs=10,instances,0.045755291418002345,0.009333479965294947,0.045755291418002386,0.009333479965294942,2.0375965183703695,0.020098479289080373,2.5726053490022878
nonmetric20:num=128,"callable:fn=tspgnn.api:solve_distance_greedy,name=greedy(dist)+2opt",128,1,128,0,,lkh:runs=10,instances,0.10664825153973961,0.013338440197510721,0.10664825153973967,0.013338440197510718,2.157758613314684,0.00033586424216736077,0.04299062299742218
nonmetric20:num=128,matnet,128,3,384,0,,lkh:runs=10,seeds,0.1035524360040014,0.021693386624781326,0.10355243600400144,0.02169338662478131,2.1438642698604653,0.12238978539584622,46.99767759200495
nonmetric20:num=128,nearest_neighbor,128,3,384,0,,lkh:runs=10,seeds,0.5954683923794836,0.03756657692991994,0.5954683923794836,0.03756657692991986,3.078143525679591,9.50836874936319e-05,0.03651213599755465
nonmetric20:num=128,lkh,128,3,384,0,,lkh:runs=10,seeds,0.0,0.0,4.163336342344337e-17,0.0,1.9492931728265723,0.0015295316276061992,0.5873401450007805
nonmetric50:num=128,"callable:fn=tspgnn.api:solve,name=gnn+2opt",128,1,128,0,,lkh:runs=10,instances,0.0744535256271282,0.008737203793397338,0.0744535256271282,0.008737203793397338,2.2290383888798506,0.026926190640613967,3.446552401998588
nonmetric50:num=128,"callable:fn=tspgnn.api:solve_distance_greedy,name=greedy(dist)+2opt",128,1,128,0,,lkh:runs=10,instances,0.2192501053405466,0.014151297337584539,0.2192501053405466,0.014151297337584539,2.523681015662274,0.00043810743748196046,0.05607775199769094
nonmetric50:num=128,matnet,128,3,384,0,,lkh:runs=10,seeds,0.5550820821637275,0.03312909290128627,0.5550820821637275,0.03312909290128627,3.2047790188742487,0.39683638980208613,152.38517368400107
nonmetric50:num=128,nearest_neighbor,128,3,384,0,,lkh:runs=10,seeds,0.9482465804455548,0.043730115124674625,0.9482465804455548,0.043730115124674625,4.013494529550677,0.00020253925520208327,0.07777507399759997
nonmetric50:num=128,lkh,128,3,384,0,,lkh:runs=10,seeds,1.3254806053760355e-06,5.70308274495117e-06,1.3254806053760355e-06,5.70308274495117e-06,2.0771640013131547,0.010070202718755658,3.8669578440021724
nonmetric100:num=128,"callable:fn=tspgnn.api:solve,name=gnn+2opt",128,1,128,0,,concorde,instances,0.10661454255908474,0.008660874036799666,0.10661454255908477,0.00866087403679967,2.2449763454016276,0.041486029898441856,5.310211827000558
nonmetric100:num=128,"callable:fn=tspgnn.api:solve_distance_greedy,name=greedy(dist)+2opt",128,1,128,0,,concorde,instances,0.30983235868672854,0.014241584364854561,0.30983235868672854,0.014241584364854556,2.6549584285462275,0.0007848707031179458,0.10046344999909707
nonmetric100:num=128,matnet,128,3,384,0,,concorde,seeds,3.144271677401386,0.1398919482746224,3.144271677401386,0.1398919482746224,8.361263852677626,0.9752970830026028,374.51407987299945
nonmetric100:num=128,nearest_neighbor,128,3,384,0,,concorde,seeds,1.357563483502199,0.028919356303917853,1.357563483502199,0.0289193563039176,4.768602496440024,0.00043268391666314204,0.16615062399864655
nonmetric100:num=128,lkh,128,3,384,0,,concorde,seeds,5.746020655024905e-07,2.4723131455942586e-06,5.746020655302461e-07,2.4723131455942586e-06,2.0322606382019166,0.029837115440106626,11.457452329000944
